store_name,storetype,x,y,identnum,newident,surveyed,apples,bananas,grapes,melon,oranges_loose,carrots,celery,green_pepper,lettuce,onion,tomatos,potatoes,oranges_man,peaces,mushrooms,spaghe_sauce,tomato_sauce,orange_juice,broccoli,green_bean,green_peas,french_fries,bread_white,bread_whole,hambu_buns,dinner_rolls,italian_bread,bagels,bread_crumbs,cereal_corn,cereal_oats,flour,macaroni,noodles,popcorn,rice,spaghetti,milk_lowfat,milk_whole,cheese_cheddar,cheese_cottage,cheese_moz,milk_evapo,beef,chicken_whole,chicken_thighs,turkey_ground,pork,turkey_ham,eggs,fish_flounder,tuna_fish,beans_garb,beans_kidne,beans_baked,margarine,shortening,salad_dressing,veg_oil,sugar_brown,sugar_powdered,sugar_white,jelly_grape,molasses,pancake_syrup,chocolate_chops,fruit_drink,fudgesicles,baking_pow,baking_soda,chile_powder,cinnamon,cumin,onion_powder,garlic_powder,italian_seas,oregano,paprika,black_epper,salt,vanilla,childen_boul,catsup,soy_sauce,lemon_juice,gelatin,choc_drink
Kmart,Superstore,-89.07011400000,30.38622600000,107,STORE-107,0,0,2.57701894779,0,4.98246991411,4.39793662981,1.41946433074,0.86936333059,1.5537992212,0,0.435201265979,0,3.42827028931,2.31498514953,2.0154418367,4.58677909905,0.553547934456,0.106731138385,0,0.652344529806,3.27361010844,0,0.405133061802,1.84215395684,1.89538981187,2.19969614526,1.29359375497,1.92332873966,2.10761174397,0,1.18258401212,5.06347723807,0.260398193465,0.977585459935,0,1.98685634964,0.3667634666,1.07168715837,18.0030234085,1.17341010866,0.668214382449,0.339742317157,0.618682091306,0.272426959803,7.82922647449,0.932326151051,2.07694869057,1.52373722646,7.4068305802,1.57684515889,1.30600372785,0,2.70988064253,0,0.79452910355,0,0,0.337110141382,0.505872761952,0.218924253736,0.0330066470305,0.0497019073632,0.0319997076446,0.0597837098007,0.193542707905,0.0417706834014,0.203780518773,2.21711320853,1.10936791109,0.515636651233,0.0368571218431,0.850136464472,0.337750401521,0,0.233178944845,0.421357817294,0.978617678694,1.17642681974,0.693569316281,0.381493136031,0.0224697329197,0.472273473238,0.808800147587,0.0559058651902,0.174475483206,0.0540489029456,1.1544540381,2.85997799579
Wal-Mart Supercenter,Superstore,-89.09956100000,30.44504600000,108,STORE-108,0,5.86319458187,2.51894957786,8.61304725319,7.54741239603,2.39852929679,0.907238020904,0.915549680298,1.32311239882,0.921382011239,0.685554064113,0,3.10062492215,2.06789387596,2.12514264287,0,5.0439431336,0,2.63828878912,0.72929426911,0,2.97575083886,0.981342618344,0.513058179238,1.66865673422,2.58747508487,1.28981959769,1.44464657727,1.74699757552,0.643513228826,1.4753077913,3.03279053136,0,1.12653392955,0,2.47905778364,0.276690686884,1.04301900862,19.3902568893,1.06121834797,0.566644715699,0.425492250438,0.619270348675,0.224574625583,8.25295877411,0.963161847657,1.25810039417,2.06758467213,6.57198048563,0,1.28196197455,3.05906567485,2.89188930585,0.709836844451,0.535373893117,0,0.653363332719,0,0,0.20758191651,0.0611499544381,0.0523709871467,0.0359113945403,0,0.190509208108,0.052033017032,0.202644551385,1.78033948067,1.15704126909,0,0.0316508148457,0.895450878918,0.86693916129,0,1.26404501299,0.463925091392,0.671417983721,2.00812999676,0.436096552219,0.501830695397,0.0214107032618,1.86801581674,0.737046572344,0.0390311757706,0.189108789401,0.0439813947061,0.368271904473,2.28030574085
Gocos 304,Convenience Store,-89.44584787900,30.39448248500,109,STORE-109,0,2.62855313756,0,0,0,0,0,0,0,0,0,0,0,2.81115831893,4.68412379787,15.657593147,2.42476276889,0,0,0,0,0,0,1.42892982741,0,1.69008996317,0,0,0,0,4.61867458424,3.2989219614,0,0,0.957786775595,0,0,0,0,1.23329662868,1.38136345117,0,2.19911656619,0.364946799279,0,0,0,0,0,0,0.918094902567,0,0,1.04325625119,0,0,0,0,0,0.723777152876,0.0611238274253,0,0.0860739035155,0.205464230286,0,0.773652017194,0.262443413823,0,0,0,0.063135694592,0,0,0,0.478135578847,0,0,0,0,2.90498878415,0.498035195275,3.15862387177,0,0.142465159616,0,0.163439833439,0,3.2735290825
Kmart,Superstore,-89.09956100000,30.44504600000,11,STORE-11,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.70,2.70,0.00,1.44,0.11,0.00,0.00,0.00,0.00,0.00,2.07,2.18,4.04,0.00,0.00,0.00,0.00,0.87,2.55,0.00,1.16,0.00,2.13,0.00,1.16,19.95,1.35,0.00,0.43,0.00,0.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.74,0.00,0.07,0.07,0.04,0.00,0.00,0.00,0.26,2.34,0.00,0.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.67,0.00,0.00,0.32,0.07,0.11,0.04,0.33,3.15
Y Not Stop,Convenience Store,-89.15349121000,30.35190741000,110,STORE-110,0,9.07826954741,0,0,0,15.9481469744,0,0,0,0,0,0,0,2.18714147859,2.05247069516,25.415674964,2.65328930694,0,0,0,0,0,0,2.17974269692,2.30694823481,0,0,0,0,0,5.00400055152,0,0,0.810775895502,2.28257563776,0,1.99556915289,2.17932536991,0,0,0.844925112172,0,1.75465097148,0.366585702236,0,0,0,0,0,12.7804541421,1.44198542406,0,8.18774814616,0,0,0.682727218189,0.702805463546,1.03252643863,0.983742087159,0,0.0818429184815,0,0.077844608631,0.0479391623974,0,0.468153736564,0.249066262715,1.60368960015,0,0,0.179618806137,0.75544905925,1.05206927739,1.13631503549,0,1.40187066203,0.988581223422,5.35756032727,1.01746657811,2.3742265301,0.652994208856,1.53688749237,0.745810812884,0.131073989667,5.33546524741,0.112950644779,0,0
Kangaroo Express,Convenience Store,-89.14741036200,30.34526483700,111,STORE-111,0,2.34987922124,4.20587601877,0,0,0,0,0,0,0,0,0,0,3.31743942717,0,42.8750833123,1.30019487772,0,0,0,0,0,0,2.18381348632,2.22031889432,4.53874549729,0,0,0,2.0238424515,2.22391602159,2.84065130956,0,1.3865306988,1.94508382011,0,0,1.70526691855,22.9438790134,1.98887066367,0.724218313549,0,0,0.510991290494,0,0,0,0,0,0,1.17957661713,3.20167559129,0,0,0,0.936980920456,0.739240785195,0.377993339613,0.990031346882,0.728525529885,0,0,0.0311467475009,0.099751312388,0,1.18041896326,0,6.71529271007,0,0,0.108794413083,0.674289829999,1.03135529924,0.800726997919,0,0.534776796832,0,5.12724415916,0,1.94309975828,0,0,0,0.0652920965809,0,0,0,0
Dollar General,Convenience Store,-89.15782892800,30.35748431500,112,STORE-112,0,0,0,0,0,0,1.13658404172,0,0,0,0,6.9451536567,0,5.37063446762,3.82296907085,20.1576441657,1.46952853468,0,0,0,0,0,0,1.34362092176,1.99883767673,4.54247472798,0,0,0,0,1.32671643568,4.26235535518,1.16448332143,1.45851801761,0,0,2.45242927985,2.25131404434,28.8969812627,0,0.852036430748,0,0,0.436415063747,0,0,2.17880821598,8.62246522903,0,9.41846313845,0.969999899829,0,2.2911624785,0,0.881793421014,2.20794579492,0,0.350619836364,0.338867965157,0.441720400318,0,0.0857446528843,0.0752768668111,0.104434627676,0,0.709784349453,0,6.18459640938,0,0,0.131709168703,0.7366222156,0,0,0,0,0,1.82387789633,0,1.24309476497,0.147343376903,0,0,0.0733137763714,0,0.0465114609874,0,0
Comebac Market,Convenience Store,-89.14109350100,30.35425433900,113,STORE-113,0,0,0,0,0,0,3.18152336754,0,0,0,0,0,3.06823182105,5.77904869462,3.84271691901,42.9341568674,1.14571336041,0,0,0,0,0,0,1.54796638059,2.22963990252,2.89210037541,4.05166897248,0,0,0,1.49188631161,0,0,1.27580026626,1.9218347971,2.48484892174,2.30213753156,1.03125853027,18.1024167215,1.25042199188,0,0,2.19444051148,0.325054486799,7.32077006871,0,0,0,0,2.8412804969,1.60031474366,0,0,1.00929231404,0.802555861414,0,0,0,1.21782322364,0.264072077097,0,0,0.0687846112814,0.193678745004,0,0.867665406011,0,1.88625114903,2.6186347657,0,0.0798560447307,0.318009849789,1.03620181149,0,0,0,0,4.19147895989,1.40438405318,0.882844420073,0.413533612958,1.78669727499,0,0.0733832597779,0,0,0.387567922004,0
Fayard S Groc Meat,Convenience Store,-89.17865354000,30.36230730400,114,STORE-114,0,3.5554063979,0,0,0,0,0,0,1.61251727318,0.913090642535,0,0,0,2.45808104571,3.85536298512,13.6495725262,0,0,0,0,0,0,0,1.42457614373,1.64238251992,2.01299700481,0,2.26983668605,0,0,1.06643555037,1.17397813907,0.505653099139,0,2.75275685646,0,1.99056850571,0,28.695313805,1.64880273955,0,0,1.6347641332,0.536362085254,5.5934675413,0,0,0,0,0,0,0,2.67632433999,0,0,1.87383078049,0,0.575947318426,0.306439358763,0.280745609176,0.0740596087581,0.0995699888457,0.0683659413112,0.205378971126,0,0.962754231328,0.239924179179,2.94891997878,0,0.254512676831,0,0,0,0,0,0.353714769346,2.30268740934,0,1.4847067093,0.937048865253,0.143619595004,0,0,0.205126895061,1.36025725683,0,0,5.56425777131
Dollar General,Convenience Store,-89.18711661400,30.37834145000,115,STORE-115,0,0,4.55822978827,0,0,0,0,0,0,0,0,6.85626669288,2.46321713929,0,3.56536469161,31.5463434079,0,0,0,0,0,0,0,1.88438497904,1.58389449711,0,0,2.87701280362,0,0,3.66998992876,0,0.724177382308,1.85866086723,0,0,1.81459691294,1.3687431145,0,1.69750021024,1.24445019036,0,0,0.278785017026,0,0,0,0,0,21.2924610053,1.50950037184,0,5.87003438295,0,0.711324292454,0,0,1.02825706397,1.18774632377,0.775171160513,0.0503282806168,0.0674996153823,0.0840783810516,0,0,1.00112663867,0,2.2372651684,0,0,0,0.396228059073,0.886443156399,0,0.546764415554,0.708983659012,0,0,0,0,0.587621305269,1.98212239065,0,0.0579271924933,2.12033227018,0,0,9.92220817592
Rouses Supermarket,Grocery Store,-89.15333162400,30.35025915200,116,STORE-116,0,6.12095087447,2.05684387152,16.099510596,16.7507145459,13.5682761711,0,1.51643757856,0,1.31448149738,1.06360000446,6.62207962428,2.16852451856,1.49897244632,0,7.48201093671,0.664972966256,0.0603248037084,2.34823175108,0.766055529534,5.45861214748,6.55449352962,0.281205606002,0,1.3330246033,0,0,5.0227825778,2.88322780494,0,1.02120466745,2.10076995928,0.401337410572,0.926226746068,2.27690532537,2.88073674739,0.481888670328,1.32494080899,22.6411232711,1.09309342813,1.10087943092,0.386927750502,0.76769738978,0.184497868076,5.84061738714,5.20559710475,1.34803141397,0,0,2.09684422305,4.50548361261,4.80013772134,1.50170615848,0,1.24916222381,2.05386875913,0,0.390321676498,0.329521383425,0.508841421466,0.061032739352,0.237037112902,0.0263009123299,0.39937661347,0,0.747775288382,0.12999014033,9.10862777057,2.00764377536,0,0.1392250855,0.348090164749,0,1.93385089248,0.284024150479,0.740981560509,2.63040259004,6.02334549463,4.62112676817,0,0.0789931533105,0,0,0.0990299914133,0.12990487094,0,0.436548892515,2.98063340421
Rouses Choice Supermarket,Superstore,-89.15333162400,30.35025915200,117,STORE-117,0,0,2.59436875096,8.39020332795,6.38847036149,3.03940027926,1.03834786201,0.793265802805,1.29300889643,0.992516006622,0.660446193546,3.25349919597,3.50927759838,1.74504176879,1.49255885662,4.40378238744,3.40753174574,0,0,0.777061263983,3.37863046885,4.33308523286,0,0.555359280617,1.76264100683,2.05872409582,0,1.08872598737,2.23998870487,0,1.5923417763,2.82599288128,0.259851884736,0.954011321516,1.20740154062,3.15155052607,0.440154638318,0.734335742976,16.1811338422,1.21551054765,0.536664273085,0.366287585425,0.500536282682,0.231280733552,0,0,1.84786208833,2.09430385787,0,0,1.34469493038,2.30307958836,2.72532232598,0.643499317422,0,0.553248047545,0.730736889101,0.279198171575,0,0.195283219626,0.0468692914685,0.0628957991433,0.0377588892376,0,0.197139628013,0.0719629081413,0.202191696476,1.62836273628,1.10497996053,0.189306054074,0.0354498463155,0.425049648127,0.417560674613,0,0,0.453081574688,0.931727360136,1.33820842411,0.871105645547,0.484023727674,0.0221692991493,1.71721611779,0.536872721257,0.0372654449473,0.107560416862,0.0597730655105,1.26991685003,2.32100494232
Sherlawn Grocery,Convenience Store,-88.55026098500,30.40346605400,118,STORE-118,0,0,0,0,0,0,0,0,0,0,0,0,9.36425015203,0,4.72823349843,0,2.57792109297,0,0,0,0,8.31172865851,0.164433738323,1.15148707117,0.857781330378,3.71279263539,0,2.86044223699,0,0,4.14503492409,4.81486115146,1.05480116565,1.86265076035,0,1.97126277005,2.48753604777,1.15097972229,18.490142493,1.22273241729,0,0,1.61480315704,0.434127181988,0,0,0,11.392181469,0,0,1.11752615267,0,0,0,1.46710511268,1.63413882914,0.328358603861,0.602039271028,1.00912871497,0.61653753827,0.0842677384091,0.0859412912571,0.0806968933608,0,0,1.02195589425,0,6.44965995346,0,0,0.0729370727128,0,0.547235797859,0.666676029265,0,1.1751745783,0,5.9921273488,0,1.66651284852,0.763696741031,0.404860871366,0.374543101439,0.123584224281,1.58152886659,0,0,0
Ann Food Market,Convenience Store,-88.51987517700,30.39879737900,119,STORE-119,0,0,0,0,0,12.379809827,0,0,0,1.3355488992,0,0,0,0,0.966115671635,0,1.0139688182,0,0,0,0,0,0,2.24339070639,0,0,0,0,0,0,0.953732671949,0,0.543237728235,0,2.34177859857,2.37538398418,1.23011000045,2.0105388806,30.001812517,1.67797980887,0,0,0,0,0,0,0,0,0,0,1.68341379374,5.7080814833,4.67630392911,1.06758015017,0,2.95799238775,0.350927431585,0,0,0.294224553788,0,0,0.0625543813226,0.128952464097,0,0,0,5.08339248085,0,0,0.163926973304,0.799634721363,0.395197378987,0,0.642070329247,0.31807950194,0,4.76854051088,0,2.08042878545,0.0253586748366,3.50975223182,0.492989023086,0.0826076264259,4.60602149781,0.103188778562,0,4.76765967869
Sams Club,Superstore,-89.09679514600,30.43525864900,12,STORE-12,1,5.78,2.36,8.00,9.54,4.77,0.87,1.73,0.68,0.98,0.32,3.11,2.56,2.18,2.18,3.92,6.39,0.00,0.00,0.81,3.96,2.93,1.08,1.12,1.29,1.54,1.53,1.08,1.94,0.00,1.83,6.24,0.25,0.65,0.00,0.00,0.25,0.65,14.90,0.98,0.48,0.00,0.50,0.20,6.23,0.92,1.17,2.42,0.00,1.45,1.40,3.42,1.31,0.00,0.00,0.00,0.73,0.00,0.37,0.19,0.02,0.04,0.04,0.00,0.00,0.03,0.00,1.43,0.00,0.00,0.03,0.25,0.26,0.00,0.21,0.22,0.77,0.66,0.27,0.36,0.02,0.48,0.21,0.03,0.09,0.06,0.00,2.40
Griffin Street Grocery,Convenience Store,-88.55693197600,30.41101476000,120,STORE-120,0,0,4.49840430718,0,0,0,0,0,0,0,0,0,5.68292814719,1.36537306681,3.86330127786,0,2.38676484476,0,0,0,0,0,0,2.28039182003,1.2766219088,3.51532229118,0,0,0,2.02747766502,1.54849072829,0,0.783361423098,1.23576187328,0,0,1.76351114397,0,0,0,0,0,0,0.203112087672,0,0,0,0,0,0,1.296337513,0,0,1.38329573241,0,0,0,0.248114177139,1.0629555148,0.797742550543,0,0.0568248660958,0.0450630325549,0.147864780374,0,0.187858395605,0.228328132689,6.46572959547,0,0,0.112535786741,0.58578450446,0,1.17115697205,0,0,0.410939163739,0,1.28148597093,2.13832549176,0.756543862337,0,0,0.151953799617,0,0,0,0
Texaco,Convenience Store,-88.53544046600,30.38978145900,121,STORE-121,0,0,0,0,0,0,0,0,0,0,1.0341432749,0,7.21427846047,5.0386800941,3.20703695969,9.63270512721,2.06995907453,0,0,0,0,0,0.164850644613,2.01112437152,0.922148803391,4.64948021184,0,0,0,0,4.41802162846,2.8118227434,0,1.25004834948,2.7232765293,1.25966510107,1.29875782475,2.28597011726,25.1328534078,0,1.46500325907,0,2.10931704485,0.546471612691,0,0,0,0,0,3.79451300784,0,0,2.89777611917,0,0.833535231543,3.03848159028,0,0.398099536916,0.552204479745,0,0,0,0.0650066223575,0.130582246669,0,0.185158994088,0.281277322311,6.56081858083,0,0,0.143884187373,0.583069148413,0,0,0,0,1.14142919309,3.11063981445,1.48767817362,2.39320509295,0.535891575001,1.5711384409,0.527366897156,0.138962081258,7.96448840126,0,0.298065432472,13.2663603694
